source_id,raw_u-g,raw_g-r,raw_r-i,raw_i-z,u-g,g-r,r-i,i-z,r_mag,concentration_r,z_spec,z_spec_err,is_valid
98597,4.20082,1.69219,0.9279499999999992,0.43496999999999986,4.187171939999999,1.6773462600000002,0.9193907999999986,0.4286271399999997,20.2419518,2.640097768393484,0.4908647,0.0001258812,False
52708,1.0560200000000002,0.4391600000000011,0.35024999999999906,0.11211000000000126,1.0442494299999971,0.4263582500000034,0.3428682399999978,0.10663970000000234,17.65454522,2.3282252156037133,0.0721337,5.759149e-06,True
94243,3.591610000000003,1.87087,1.0971499999999992,0.5739699999999992,3.5778621200000025,1.85591771,1.0885281899999981,0.5675807599999985,20.60000812,2.684198837926889,0.6133732,0.0001562378,False
1154,0.9771800000000006,0.39853000000000094,0.1976300000000002,0.11424999999999841,0.9569114899999995,0.37648583,0.1849188599999998,0.10483033999999947,17.5506897,1.9480131466092894,0.03712147,1.710279e-05,False
46836,-0.06273999999999802,1.486189999999997,1.3355400000000017,0.7418300000000002,-0.06934872999999797,1.479002299999994,1.3313954200000033,0.7387586309999996,20.909126500000003,2.898889465184973,0.7415859,0.0002260428,False
15463,1.7323200000000014,0.8112199999999987,0.3684800000000017,0.30188999999999844,1.7009019000000016,0.7770493300000005,0.34877649000000055,0.2872886000000001,16.34201067,2.4571921877923875,0.1007085,1.740656e-05,False
95034,-1.0671500000000016,2.3760699999999986,2.788210000000003,0.6741299999999981,-1.109582900000003,2.3299195999999966,2.761598770000006,0.654409569999995,22.005041100000003,1.941976052169746,0.3122983,0.000133676,False
51912,0.9693499999999986,1.6155299999999997,0.8621000000000016,0.3239799999999988,0.9455908999999991,1.5896893799999994,0.8471997599999987,0.3129380899999994,20.09727822,2.5733865902275603,0.5052635,0.000131704,True
45860,1.776769999999999,0.9383499999999998,0.4486600000000003,0.3142200000000024,1.75067022,0.9099636699999998,0.4322918499999986,0.3020902800000016,17.30270411,2.779825666255917,0.1219396,3.655389e-05,True
57699,1.9610199999999978,1.146650000000001,0.49512,0.28693999999999953,1.925350199999997,1.107855210000002,0.47275012999999966,0.27036266999999903,15.227031389999999,3.3735538115894226,0.1379378,2.441235e-05,False
17814,1.437380000000001,0.5841799999999999,0.21637999999999735,-0.12575000000000003,1.4288142499999985,0.5748638400000026,0.21100809999999726,-0.12973087000000305,21.201628959999997,2.3396419080765294,0.1781244,2.733725e-05,False
99401,2.296800000000001,1.221549999999997,0.5294900000000027,0.37079999999999913,2.275238250000001,1.1980992799999974,0.5159678300000046,0.3607793099999981,18.191502590000002,2.507995673190427,0.1778888,4.594668e-05,False
66854,1.9697499999999977,2.0040200000000006,0.8609700000000018,0.4711199999999991,1.9592016500000007,1.9925475400000003,0.8543547400000016,0.4662177199999995,18.90263894,2.8739183279858103,0.4730923,0.0001128957,False
